,danji_name,sido,SGG,EMD,address,X,Y,geometry,bp
450,삼성,서울특별시,동작구,사당동,서울특별시 동작구 사당동 동작대로35아길 14,126.9776419,37.47803381,POINT (197952.61636919557 441761.14081011136),0.006702809265648104
718,미켈란147,서울특별시,강남구,삼성동,서울특별시 강남구 삼성동 봉은사로 516,127.0559711,37.51323761,POINT (204878.73513610192 445669.4606608094),0.006702809265648104
948,삼성홈타운,서울특별시,중구,신당동,서울특별시 중구 신당동 다산로42가길 43,127.0168735,37.56273981,POINT (201421.19755700373 451162.3614373558),0.006702809265648104
808,서서울삼성,서울특별시,마포구,아현동,서울특별시 마포구 아현동 마포대로 262,126.9592027,37.55641257,POINT (196325.54338422106 450460.8376617455),0.006702809265648104
816,충림예하임,서울특별시,서대문구,충정로3가,서울특별시 서대문구 충정로3가 충정로5길 27,126.9627715,37.56260901,POINT (196641.16463937872 451148.43886738666),0.0063085263676688035
477,신동아,서울특별시,동작구,신대방동,서울특별시 동작구 신대방동 여의대방로22아길 22,126.9240072,37.49657945,POINT (193210.2107373337 443822.03300232184),0.0063085263676688035
347,당산효성1차,서울특별시,영등포구,당산동5가,서울특별시 영등포구 당산동5가 당산로42길 13,126.901633,37.5307159,POINT (191235.67701039437 447612.64212577936),0.0063085263676688035
722,잠실월드메르디앙,서울특별시,송파구,잠실동,서울특별시 송파구 잠실동 올림픽로 74,127.0791024,37.51146202,POINT (206923.9488964515 445473.8259692064),0.0063085263676688035
951,숭인상가,서울특별시,종로구,숭인동,서울특별시 종로구 숭인동 청계천로 391,127.0205659,37.5721312,POINT (201747.2177046047 452204.76421164157),0.0063085263676688035
346,성원,서울특별시,영등포구,당산동5가,서울특별시 영등포구 당산동5가 양평로 57,126.8998337,37.534245,POINT (191077.06039930478 448004.50243196584),0.0063085263676688035
350,당산삼성래미안4차,서울특별시,영등포구,당산동5가,서울특별시 영등포구 당산동5가 당산로 214,126.902836,37.53293204,POINT (191342.26820106732 447858.4961466813),0.0063085263676688035
354,래미안당산1차,서울특별시,영등포구,당산동,서울특별시 영등포구 당산동 당산로54길 11,126.9057216,37.53425705,POINT (191597.46852586023 448005.293497371),0.0063085263676688035
789,용산KCC웰츠타워,서울특별시,용산구,문배동,서울특별시 용산구 문배동 백범로90길 90,126.9688982,37.53778287,POINT (197181.51659296613 448392.8073859463),0.0063085263676688035
168,럭키,서울특별시,구로구,구로동,서울특별시 구로구 구로동 도림로 107,126.8940689,37.49201172,POINT (190562.18141556866 443317.671217126),0.0063085263676688035
977,신명스카이뷰,서울특별시,성동구,마장동,서울특별시 성동구 마장동 마장로 258,127.0382079,37.56553153,POINT (203306.0162882622 451472.73396947194),0.0063085263676688035
166,대림아르빌,서울특별시,구로구,구로동,서울특별시 구로구 구로동 도림천로12길 6,126.8952425,37.4905171,POINT (190665.78220437345 443151.6687743354),0.0063085263676688035
170,성삼하이츠,서울특별시,구로구,구로동,서울특별시 구로구 구로동 구로중앙로18길 56,126.892553,37.49563601,POINT (190428.58745341538 443720.07757692854),0.0063085263676688035
169,현대,서울특별시,구로구,구로동,서울특별시 구로구 구로동 구로중앙로18길 68,126.893059,37.49610859,POINT (190473.39414897145 443772.47657381353),0.0063085263676688035
178,신동아,서울특별시,영등포구,대림동,서울특별시 영등포구 대림동 가마산로 312,126.8946725,37.49706151,POINT (190616.19727908622 443878.0760229975),0.0063085263676688035
827,SK리더스뷰남산,서울특별시,중구,회현동1가,서울특별시 중구 회현동1가 퇴계로 72,126.9806373,37.55912823,POINT (198219.56309922223 450761.6095351862),0.0063085263676688035
904,운현신화타워,서울특별시,종로구,익선동,서울특별시 종로구 익선동 삼일대로32길 36,126.989137,37.57510218,POINT (198970.7995205559 452534.41284910357),0.0063085263676688035
826,남산롯데캐슬아이리스,서울특별시,중구,회현동1가,서울특별시 중구 회현동1가 소공로 35,126.9819233,37.55825988,POINT (198333.16933214536 450665.20772301394),0.0063085263676688035
818,서소문,서울특별시,서대문구,미근동,서울특별시 서대문구 미근동 충정로6길 59,126.968107,37.5628236,POINT (197112.57673955572 451172.0750748811),0.0063085263676688035
824,경희궁의아침4단지,서울특별시,종로구,내수동,서울특별시 종로구 내수동 새문안로3길 23,126.9722435,37.57261987,POINT (197478.3836185679 452259.2336778648),0.0063085263676688035
1166,월등스카이뷰,서울특별시,중랑구,묵동,서울특별시 중랑구 묵동 동일로 938,127.0770501,37.61419137,POINT (206733.3369755416 456875.5222471877),0.005914243469689501
811,브라운스톤서울,서울특별시,중구,중림동,서울특별시 중구 중림동 청파로 464,126.968128,37.56094914,POINT (197114.35822524337 450964.0297460854),0.005914243469689501
626,서초대우아이빌,서울특별시,서초구,서초동,서울특별시 서초구 서초동 서초대로58길 10,127.0175592,37.49424195,POINT (201483.07715071065 443559.89791511546),0.005914243469689501
689,도곡렉슬,서울특별시,강남구,도곡동,서울특별시 강남구 도곡동 선릉로 221,127.05114,37.4937798,POINT (204452.75353114813 443509.6406502446),0.005914243469689501
691,대치아이파크,서울특별시,강남구,대치동,서울특별시 강남구 대치동 선릉로 222,127.0545644,37.49500192,POINT (204755.50878445338 443645.4462619665),0.005914243469689501
719,청담린든그로브,서울특별시,강남구,청담동,서울특별시 강남구 청담동 학동로97길 51,127.053627,37.52278137,POINT (204670.90527954095 446728.5889611464),0.005914243469689501
565,래미안퍼스티지,서울특별시,서초구,반포동,서울특별시 서초구 반포동 반포대로 275,126.9993983,37.50320647,POINT (199877.0775633184 444554.73255527625),0.005914243469689501
1165,극동늘푸른,서울특별시,중랑구,묵동,서울특별시 중랑구 묵동 동일로 941,127.0761308,37.61461363,POINT (206652.13348744047 456922.32403766306),0.005914243469689501
660,브라운스톤잠원,서울특별시,서초구,잠원동,서울특별시 서초구 잠원동 잠원로 46-38,127.008942,37.5081211,POINT (200720.9111987172 445100.2215549365),0.005914243469689501
947,청계천두산위브더제니스,서울특별시,중구,흥인동,서울특별시 중구 흥인동 다산로46길 17,127.0170646,37.56688076,POINT (201438.00562763473 451621.96482435334),0.005914243469689501
628,서초녹원,서울특별시,서초구,서초동,서울특별시 서초구 서초동 사임당로17길 83,127.0172603,37.49256252,POINT (201456.67571510308 443373.4971786477),0.005914243469689501
629,래미안서초7차,서울특별시,서초구,서초동,서울특별시 서초구 서초동 사임당로17길 80,127.0175225,37.49203269,POINT (201479.87335229703 443314.69642353605),0.005914243469689501
715,래미안라클래시,서울특별시,강남구,삼성동,서울특별시 강남구 삼성동 삼성로 651,127.050087,37.5174857,POINT (204358.27519086693 446140.66392048396),0.005914243469689501
763,마포트라팰리스,서울특별시,마포구,도화동,서울특별시 마포구 도화동 마포대로 53,126.947689,37.5415145,POINT (195307.25067420318 448807.83772987954),0.005914243469689501
1041,종로청계힐스테이트,서울특별시,종로구,숭인동,서울특별시 종로구 숭인동 숭인동길 21,127.0211511,37.57603061,POINT (201798.82445780153 452637.5678250561),0.005914243469689501
694,개나리푸르지오,서울특별시,강남구,역삼동,서울특별시 강남구 역삼동 역삼로 314,127.0499809,37.49972162,POINT (204349.9107241246 444169.05731928884),0.005914243469689501
706,개포주공7단지,서울특별시,강남구,개포동,서울특별시 강남구 개포동 개포로 516,127.072384,37.489525,POINT (206331.79043509738 443038.6120405165),0.005519960571710201
627,삼환바우스,서울특별시,서초구,서초동,서울특별시 서초구 서초동 서초대로 340,127.0188983,37.49489768,POINT (201601.48427746102 443632.6969964468),0.005519960571710201
475,벽산,서울특별시,동작구,신대방동,서울특별시 동작구 신대방동 여의대방로22길 24,126.921704,37.49738886,POINT (193006.61442742764 443912.03792933014),0.005519960571710201
1225,잠실더샵스타파크,서울특별시,송파구,신천동,서울특별시 송파구 신천동 올림픽로35가길 10,127.1022788,37.51697999,POINT (208972.38047740486 446088.19764282444),0.005519960571710201
969,서울숲삼부,서울특별시,성동구,행당동,서울특별시 성동구 행당동 왕십리로 280,127.037449,37.5599996,POINT (203239.20306905863 450858.723928778),0.005519960571710201
676,아크로힐스논현,서울특별시,강남구,논현동,서울특별시 강남구 논현동 언주로 604,127.0389847,37.50955032,POINT (203377.12101163078 445259.48157265846),0.005519960571710201
657,신반포자이,서울특별시,서초구,잠원동,서울특별시 서초구 잠원동 잠원로 60,127.00836,37.5101006,POINT (200669.43676999363 445319.9186300722),0.005519960571710201
1210,반석블레스빌,서울특별시,송파구,오금동,서울특별시 송파구 오금동 동남로23가길 20,127.1328966,37.50154594,POINT (211681.5747396237 444378.53955753613),0.005519960571710201
807,마포센트럴아이파크,서울특별시,마포구,아현동,서울특별시 마포구 아현동 마포대로 246,126.959305,37.5555228,POINT (196334.53822592052 450362.07890363556),0.005519960571710201
677,시티프라디움더강남101동,서울특별시,강남구,역삼동,서울특별시 강남구 역삼동 언주로 557,127.039022,37.5075113,POINT (203380.50908000176 445033.1759095222),0.005519960571710201
482,보라매자이더포레스트,서울특별시,동작구,신대방동,서울특별시 동작구 신대방동 여의대방로22길 121,126.925752,37.4984483,POINT (193364.67073041797 444029.32716933213),0.005519960571710201
662,잠원현대훼밀리,서울특별시,서초구,잠원동,서울특별시 서초구 잠원동 신반포로 261,127.0125409,37.50883528,POINT (201039.1043595648 445179.5182313161),0.005519960571710201
639,서초교대e편한세상,서울특별시,서초구,서초동,서울특별시 서초구 서초동 서초중앙로24길 33,127.0166279,37.49644775,POINT (201400.68024237335 443804.70130013966),0.005519960571710201
345,당산효성타운2차,서울특별시,영등포구,당산동5가,서울특별시 영등포구 당산동5가 당산로42길 7,126.9003635,37.53066667,POINT (191123.46007006074 447607.29807601776),0.005519960571710201
696,대치한신휴플러스,서울특별시,강남구,대치동,서울특별시 강남구 대치동 선릉로76길 12,127.0515924,37.50138959,POINT (204492.31153361988 444354.2565052454),0.005125677673730901
698,개나리SK뷰,서울특별시,강남구,역삼동,서울특별시 강남구 역삼동 역삼로 315-1,127.0498689,37.50141195,POINT (204339.91058086327 444356.6585099157),0.005125677673730901
699,래미안펜타빌,서울특별시,강남구,역삼동,서울특별시 강남구 역삼동 역삼로 309,127.0475343,37.50069932,POINT (204133.51340546063 444277.4616609502),0.005125677673730901
492,상도더샵2차,서울특별시,동작구,상도동,서울특별시 동작구 상도동 장승배기로10길 100,126.9434532,37.50259106,POINT (194930.2362383839 444488.0109698611),0.005125677673730901
133,벽산,서울특별시,양천구,목동,서울특별시 양천구 목동 목동서로 236,126.8686339,37.52652347,POINT (188318.22985354063 447150.93941064156),0.005125677673730901
134,목동성원,서울특별시,양천구,목동,서울특별시 양천구 목동 목동중앙로 67,126.869331,37.5263981,POINT (188379.83041426737 447136.93796101504),0.005125677673730901
476,메트하임,서울특별시,영등포구,신길동,서울특별시 영등포구 신길동 신풍로 93,126.9166321,37.5002605,POINT (192558.39745172806 444231.1477488149),0.005125677673730901
505,롯데캐슬엠파이어,서울특별시,영등포구,여의도동,서울특별시 영등포구 여의도동 의사당대로 127,126.9263724,37.52024133,POINT (193421.46289744502 446448.0512337095),0.005125677673730901
467,태영,서울특별시,관악구,신림동,서울특별시 관악구 신림동 신림로 350,126.9299658,37.48551516,POINT (193736.19773139406 442593.6146129441),0.005125677673730901
702,테헤란아이파크,서울특별시,강남구,역삼동,서울특별시 강남구 역삼동 테헤란로52길 16,127.0468071,37.50250162,POINT (204069.114241081 444477.4641104649),0.005125677673730901
823,바비엥3,서울특별시,중구,순화동,서울특별시 중구 순화동 통일로 86,126.9696528,37.56315157,POINT (197249.16365469317 451208.4287580078),0.005125677673730901
431,신안,서울특별시,관악구,신림동,서울특별시 관악구 신림동 신림로58길 62-5,126.9335782,37.48184113,POINT (194055.39594139124 442185.60597340984),0.005125677673730901
1483,동양엔파트,서울특별시,노원구,상계동,서울특별시 노원구 상계동 상계로5길 12,127.0639761,37.65763748,POINT (205575.80633522 461696.78088651906),0.005125677673730901
606,양재한신휴플러스,서울특별시,서초구,양재동,서울특별시 서초구 양재동 강남대로 224,127.0350323,37.48415759,POINT (203028.6734142737 442441.06429787615),0.005125677673730901
605,한솔로이젠트,서울특별시,서초구,양재동,서울특별시 서초구 양재동 남부순환로 2614,127.0366561,37.48447425,POINT (203172.2770325073 442476.2620073694),0.005125677673730901
553,방배서리풀그랑블,서울특별시,서초구,방배동,서울특별시 서초구 방배동 서초대로34가길 52,126.997498,37.4860809,POINT (199708.96738046882 442654.00796513853),0.005125677673730901
243,청성,서울특별시,강서구,방화동,서울특별시 강서구 방화동 금낭화로 100,126.8120732,37.56636842,POINT (183327.45859434013 451581.8558575247),0.005125677673730901
723,잠실엘스,서울특별시,송파구,잠실동,서울특별시 송파구 잠실동 올림픽로 99,127.0814612,37.51293086,POINT (207132.3581866592 445637.02443916205),0.005125677673730901
1287,현대,서울특별시,강동구,성내동,서울특별시 강동구 성내동 천호옛12길 27,127.1265434,37.53523601,POINT (211114.8280016292 448116.9798750312),0.005125677673730901
769,신촌금호,서울특별시,마포구,창전동,서울특별시 마포구 창전동 서강로9길 19,126.9321392,37.55268801,POINT (193933.91794781614 450048.87313579075),0.005125677673730901
1520,서광,서울특별시,도봉구,도봉동,서울특별시 도봉구 도봉동 마들로 770,127.0497512,37.67812903,POINT (204319.43195743603 463970.4205918778),0.005125677673730901
641,아크로비스타,서울특별시,서초구,서초동,서울특별시 서초구 서초동 서초중앙로 188,127.0133126,37.49819973,POINT (201107.48273411303 443999.107967179),0.005125677673730901
678,논현아이파크,서울특별시,강남구,논현동,서울특별시 강남구 논현동 언주로 615,127.0359421,37.51054382,POINT (203108.0694906759 445369.6455288137),0.005125677673730901
