,danji_name,sido,SGG,EMD,address,X,Y,geometry,bp
828,낙원,서울특별시,종로구,낙원동,서울특별시 종로구 낙원동 삼일대로 428,126.987856,37.5730694,POINT (198857.6063407743 452308.81160416774),0.013799901429275507
943,동대문상가,서울특별시,종로구,창신동,서울특별시 종로구 창신동 청계천로 295,127.0119489,37.57008893,POINT (200986.00814107116 451977.97471781966),0.009462789551503203
812,남산트라팰리스,서울특별시,중구,남대문로5가,서울특별시 중구 남대문로5가 소월로2길 30,126.9759625,37.55378401,POINT (197806.3533697246 450168.5618381816),0.009068506653523907
829,진양상가,서울특별시,중구,충무로4가,서울특별시 중구 충무로4가 퇴계로 217,126.995939,37.56240217,POINT (199571.58770071645 451124.7908812192),0.008674223755544606
351,에이스리버티움,서울특별시,영등포구,양평동4가,서울특별시 영등포구 양평동4가 선유로53길 2,126.89815,37.5370799,POINT (190928.59103870377 448319.30643454427),0.008674223755544606
813,경서,서울특별시,중구,남창동,서울특별시 중구 남창동 퇴계로2길 15-6,126.977695,37.5567869,POINT (197959.52621899612 450501.8093740446),0.008674223755544606
791,대우월드마크용산,서울특별시,용산구,한강로1가,서울특별시 용산구 한강로1가 한강대로 211,126.9728585,37.53725406,POINT (197531.5163353961 448334.00143889),0.008279940857565306
790,한강로대우아이빌,서울특별시,용산구,한강로2가,서울특별시 용산구 한강로2가 한강대로43길 13,126.9690773,37.5315588,POINT (197197.10746333946 447702.001057239),0.007885657959586005
792,용산파크자이,서울특별시,용산구,한강로1가,서울특별시 용산구 한강로1가 한강대로 205,126.9727095,37.53653322,POINT (197518.32287777113 448254.0004060207),0.007885657959586005
714,삼성동센트럴아이파크,서울특별시,강남구,삼성동,서울특별시 강남구 삼성동 삼성로 629,127.051135,37.515413,POINT (204451.04551738178 445910.666887998),0.007491375061606705
736,신촌숲아이파크,서울특별시,마포구,신수동,서울특별시 마포구 신수동 광성로 17,126.93468,37.5509505,POINT (194158.2961355715 449855.86607732216),0.007491375061606705
708,디에이치자이개포,서울특별시,강남구,일원동,서울특별시 강남구 일원동 영동대로 22,127.075144,37.4909333,POINT (206575.75853355846 443195.1034453215),0.007491375061606705
830,남산센트럴자이,서울특별시,중구,충무로4가,서울특별시 중구 충무로4가 퇴계로 235,126.9978269,37.56251394,POINT (199738.3889240288 451137.18790976936),0.007491375061606705
622,서초우방유쉘,서울특별시,서초구,서초동,서울특별시 서초구 서초동 서초대로46길 62,127.0112079,37.48975211,POINT (200921.4642501341 443061.5037121883),0.007491375061606705
1200,성원상떼빌,서울특별시,송파구,가락동,서울특별시 송파구 가락동 송파대로28길 27,127.120437,37.49506485,POINT (210580.75098557133 443657.75159054185),0.007097092163627404
544,한신휴플러스,서울특별시,서초구,방배동,서울특별시 서초구 방배동 동작대로 112,126.9827637,37.48647531,POINT (198405.83670314722 442697.9401907171),0.007097092163627404
793,이안용산프리미어,서울특별시,용산구,문배동,서울특별시 용산구 문배동 청파로 213,126.9703326,37.53861576,POINT (197308.321806303 448485.205736249),0.007097092163627404
455,이수자이,서울특별시,동작구,사당동,서울특별시 동작구 사당동 사당로 300,126.980218,37.48439539,POINT (198180.63741031883 442467.14259958884),0.007097092163627404
1043,두산,서울특별시,종로구,창신동,서울특별시 종로구 창신동 지봉로5길 7,127.0142861,37.57421884,POINT (201192.42217443054 452436.3760667599),0.006702809265648104
770,신촌삼익,서울특별시,마포구,신수동,서울특별시 마포구 신수동 신수로 107,126.935494,37.5513428,POINT (194230.25668987966 449899.3562108187),0.006702809265648104
453,방배우성,서울특별시,서초구,방배동,서울특별시 서초구 방배동 방배선행길 1,126.9825766,37.47440897,POINT (198389.0198373226 441358.7296782401),0.006702809265648104
949,신당동파라다이스,서울특별시,중구,신당동,서울특별시 중구 신당동 다산로42나길 46,127.0172809,37.56239737,POINT (201457.1985880787 451124.360278255),0.006702809265648104
1201,한화오벨리스크,서울특별시,송파구,가락동,서울특별시 송파구 가락동 중대로 127,127.1219293,37.49482546,POINT (210712.75208703757 443631.3499548268),0.006702809265648104
